,Customer,State,Coverage,Education,Job_Status,Gender,Income,Location,Civil_Status,Monthly_Price,Months_LastClaim,Months_SinceActivation,Number_Open_Complaints,Number_Insurances,Policy_Type,Sales_Channel,Car_Type,Car_Size
3453,DP13082,California,Basic,Bachelor,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3454,LP34743,Oregon,Extended,Bachelor,Medical Leave,F,13037,Suburban,Married,124,28,49,0,1,Personal Auto,Agent,SUV,Small
3455,GO75708,Arizona,Extended,Master,Disabled,F,17200,Rural,Married,83,5,62,4,8,Personal Auto,Branch,Four-Door Car,Medsize
3456,UD99460,Washington,Extended,Bachelor,Employed,M,67772,Suburban,Single,82,29,27,0,2,Personal Auto,Branch,Four-Door Car,Medsize
3457,MJ77630,Oregon,Extended,High School or Below,Employed,M,39891,Urban,Married,133,12,31,0,2,Personal Auto,Agent,SUV,Medsize
3458,OO49507,Washington,Basic,Doctor,Employed,F,52957,Urban,Married,112,14,92,0,1,Personal Auto,Branch,Sports Car,Medsize
3459,GB12561,Oregon,Basic,College,Unemployed,F,0,Suburban,Single,108,11,84,2,3,Corporate Auto,Agent,Sports Car,Medsize
3460,PW69692,Oregon,Extended,College,Employed,F,93272,Urban,Married,95,3,54,0,1,Personal Auto,Branch,Four-Door Car,Medsize
3461,SM36624,Arizona,Extended,High School or Below,Unemployed,M,0,Suburban,Single,207,32,96,0,1,Personal Auto,Call Center,Luxury SUV,Medsize
3462,DA61021,California,Basic,Master,Employed,M,40467,Urban,Married,197,1,84,3,3,Personal Auto,Agent,Luxury SUV,Medsize
3463,KJ72146,Oregon,Basic,Bachelor,Employed,M,30895,Suburban,Divorced,62,10,35,0,2,Personal Auto,Web,Four-Door Car,Small
3464,XJ61632,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,62,29,59,2,1,Personal Auto,Web,Four-Door Car,Medsize
3465,CO23919,Oregon,Basic,Bachelor,Employed,F,90607,Rural,Single,109,1,48,0,2,Special Auto,Agent,SUV,Medsize
3466,PV24005,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,62,12,68,0,3,Personal Auto,Web,Four-Door Car,Small
3467,YD22081,Arizona,Extended,College,Employed,F,45668,Urban,Married,80,7,55,0,2,Personal Auto,Branch,Four-Door Car,Medsize
3468,SG51259,California,Extended,High School or Below,Unemployed,F,0,Suburban,Single,129,10,11,0,1,Personal Auto,Agent,SUV,Medsize
3469,OK31456,California,Premium,Bachelor,Employed,F,51643,Suburban,Single,283,16,43,0,1,Corporate Auto,Agent,Luxury Car,Medsize
3470,UN38117,California,Basic,College,Unemployed,F,0,Urban,Married,74,35,77,0,1,Personal Auto,Call Center,Four-Door Car,Medsize
3471,TN17395,California,Basic,College,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Branch,SUV,Medsize
3472,UO49439,Oregon,Basic,College,Employed,M,90289,Rural,Divorced,71,9,10,1,3,Personal Auto,Agent,Four-Door Car,Medsize
3473,JK13254,Oregon,Basic,Bachelor,Retired,M,29465,Suburban,Married,118,24,49,1,1,Personal Auto,Web,SUV,Medsize
3474,BL29240,Oregon,Basic,Bachelor,Employed,M,81893,Rural,Married,73,20,70,3,1,Corporate Auto,Call Center,Four-Door Car,Medsize
3475,IP81759,Nevada,Extended,High School or Below,Employed,M,60613,Suburban,Single,240,3,52,0,1,Personal Auto,Call Center,Luxury Car,Small
3476,DY18947,Arizona,Premium,High School or Below,Employed,F,60423,Rural,Married,114,23,44,0,9,Personal Auto,Call Center,Four-Door Car,Medsize
3477,PY98041,Oregon,Basic,Bachelor,Employed,M,27166,Suburban,Single,71,29,51,0,5,Personal Auto,Web,Four-Door Car,Medsize
3478,GP99578,Nevada,Basic,High School or Below,Unemployed,F,0,Suburban,Single,196,10,38,0,1,Personal Auto,Branch,Luxury SUV,Medsize
3479,QB15706,Washington,Premium,College,Unemployed,F,0,Suburban,Married,158,3,10,0,2,Special Auto,Agent,SUV,Small
3480,PY42157,Washington,Basic,High School or Below,Employed,F,62006,Suburban,Married,61,31,96,0,1,Personal Auto,Agent,Four-Door Car,Large
3481,FM38725,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,69,2,50,0,1,Personal Auto,Web,Four-Door Car,Medsize
3482,QX84402,California,Extended,College,Retired,F,13663,Suburban,Single,97,1,66,0,2,Corporate Auto,Branch,Four-Door Car,Small
3483,DH95491,California,Basic,High School or Below,Unemployed,M,0,Suburban,Married,61,27,57,0,1,Personal Auto,Call Center,Four-Door Car,Medsize
3484,JH36501,Arizona,Basic,Doctor,Employed,M,97673,Urban,Single,63,21,49,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3485,DG46291,Nevada,Premium,High School or Below,Employed,F,96276,Urban,Married,117,33,81,0,6,Personal Auto,Call Center,Four-Door Car,Medsize
3486,LY14355,Washington,Basic,High School or Below,Employed,F,73847,Suburban,Married,73,34,51,1,1,Personal Auto,Web,Two-Door Car,Small
3487,AU94279,California,Basic,High School or Below,Employed,M,24976,Suburban,Single,72,2,60,1,3,Personal Auto,Agent,Two-Door Car,Medsize
3488,AG62140,California,Basic,College,Employed,F,33716,Suburban,Married,68,18,67,1,3,Personal Auto,Agent,Four-Door Car,Small
3489,YK66939,Arizona,Basic,College,Medical Leave,F,23480,Suburban,Single,117,6,89,0,1,Personal Auto,Call Center,SUV,Medsize
3490,BA75404,Oregon,Basic,Doctor,Employed,F,77221,Urban,Married,71,2,49,0,7,Personal Auto,Call Center,Four-Door Car,Medsize
3491,ZG10765,Nevada,Extended,Bachelor,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Personal Auto,Agent,Four-Door Car,Small
3492,TA22923,Arizona,Basic,Master,Employed,M,40463,Suburban,Married,61,17,21,0,6,Personal Auto,Branch,Four-Door Car,Small
3493,OM55336,Nevada,Basic,College,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Agent,Two-Door Car,Medsize
3494,MB60322,Arizona,Basic,Doctor,Employed,F,68931,Urban,Married,66,32,30,0,7,Special Auto,Branch,Four-Door Car,Medsize
3495,FS97588,Oregon,Basic,Bachelor,Employed,F,88251,Urban,Married,68,3,2,0,3,Personal Auto,Branch,Four-Door Car,Medsize
3496,OX73233,Oregon,Basic,College,Unemployed,F,0,Suburban,Single,65,21,40,0,1,Corporate Auto,Web,Two-Door Car,Small
3497,KR25511,Washington,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17,72,0,8,Corporate Auto,Agent,Four-Door Car,Medsize
3498,PE39479,Washington,Extended,College,Employed,M,88592,Urban,Married,76,19,1,0,2,Corporate Auto,Branch,Four-Door Car,Large
3499,AO46433,California,Premium,Bachelor,Unemployed,F,0,Suburban,Married,114,1,39,1,5,Personal Auto,Branch,Four-Door Car,Medsize
3500,CD71502,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Divorced,103,8,75,0,1,Personal Auto,Branch,SUV,Medsize
3501,ZS94723,Arizona,Extended,High School or Below,Unemployed,F,0,Suburban,Single,82,0,28,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3502,EV32492,Arizona,Basic,Bachelor,Employed,M,49136,Suburban,Divorced,64,7,95,0,1,Personal Auto,Web,Four-Door Car,Medsize
3503,IW27109,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,68,17,66,0,3,Personal Auto,Agent,Two-Door Car,Medsize
3504,XX37955,Nevada,Basic,College,Employed,M,67627,Suburban,Married,117,5,43,0,2,Corporate Auto,Call Center,SUV,Medsize
3505,MO68226,California,Extended,College,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Call Center,Two-Door Car,Small
3506,HY86417,Arizona,Extended,College,Employed,F,74126,Suburban,Married,90,14,76,0,1,Corporate Auto,Call Center,Two-Door Car,Medsize
3507,WI14444,California,Basic,High School or Below,Employed,F,74286,Urban,Married,70,27,0,0,3,Personal Auto,Agent,Two-Door Car,Medsize
3508,XC72555,Oregon,Basic,High School or Below,Employed,F,97949,Urban,Married,112,9,13,3,1,Personal Auto,Web,SUV,Small
3509,SZ37147,California,Basic,Bachelor,Employed,M,41005,Suburban,Single,70,22,37,0,1,Personal Auto,Branch,Four-Door Car,Medsize
3510,HF44881,Arizona,Basic,High School or Below,Employed,M,29875,Suburban,Single,119,9,36,1,1,Corporate Auto,Web,Sports Car,Medsize
3511,GA98025,Arizona,Basic,Bachelor,Retired,M,26121,Suburban,Single,119,12,51,0,2,Personal Auto,Call Center,SUV,Medsize
3512,LO57874,Oregon,Basic,Bachelor,Retired,M,25905,Suburban,Divorced,63,21,12,0,1,Corporate Auto,Agent,Four-Door Car,Large
3513,VJ83206,California,Basic,College,Employed,M,72117,Rural,Married,70,1,98,0,2,Personal Auto,Branch,Four-Door Car,Medsize
3514,CV35709,Oregon,Premium,High School or Below,Employed,F,81872,Rural,Married,115,10,55,0,2,Corporate Auto,Web,Four-Door Car,Medsize
3515,VX67206,Oregon,Extended,Bachelor,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Corporate Auto,Web,Four-Door Car,Medsize
3516,WY38315,California,Basic,College,Unemployed,M,0,Suburban,Single,106,20,51,0,1,Personal Auto,Agent,SUV,Medsize
3517,AY52869,California,Basic,College,Retired,M,10621,Suburban,Single,67,28,22,0,5,Personal Auto,Agent,Four-Door Car,Medsize
3518,PT29055,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Single,65,34,27,0,2,Personal Auto,Web,Four-Door Car,Medsize
3519,HF62608,Oregon,Extended,College,Employed,F,44213,Rural,Single,85,15,58,0,3,Personal Auto,Branch,Four-Door Car,Medsize
3520,PJ54354,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,10,11,0,3,Personal Auto,Call Center,Four-Door Car,Medsize
3521,VW13019,Nevada,Extended,College,Retired,F,12902,Suburban,Divorced,139,3,51,0,1,Corporate Auto,Agent,Sports Car,Medsize
3522,PY80506,Oregon,Basic,High School or Below,Employed,M,78757,Urban,Married,119,8,56,3,1,Personal Auto,Agent,Sports Car,Medsize
3523,CF46699,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Personal Auto,Agent,SUV,Medsize
3524,SF15712,Oregon,Extended,High School or Below,Employed,M,51833,Rural,Divorced,99,1,18,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3525,MX69639,California,Extended,High School or Below,Employed,F,30786,Rural,Single,90,3,5,0,2,Personal Auto,Branch,Four-Door Car,Large
3526,EZ41764,California,Basic,Bachelor,Employed,M,76792,Suburban,Married,62,12,27,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3527,BD58297,California,Basic,Bachelor,Employed,F,76356,Suburban,Married,71,4,61,2,1,Personal Auto,Branch,Two-Door Car,Medsize
3528,FM55990,California,Premium,College,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Branch,Sports Car,Medsize
3529,LZ89104,Oregon,Extended,High School or Below,Employed,M,59789,Suburban,Married,90,9,81,0,3,Personal Auto,Agent,Four-Door Car,Large
3530,CI38330,Washington,Basic,Bachelor,Employed,M,72217,Rural,Married,64,13,15,0,1,Personal Auto,Branch,Four-Door Car,Medsize
3531,NT15165,California,Premium,Bachelor,Employed,F,43324,Urban,Married,101,8,17,0,2,Corporate Auto,Branch,Two-Door Car,Medsize
3532,RQ77476,Oregon,Premium,Bachelor,Employed,M,87502,Urban,Married,102,20,28,0,2,Personal Auto,Branch,Four-Door Car,Medsize
3533,QB15345,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,74,8,13,0,1,Personal Auto,Web,Four-Door Car,Medsize
3534,DX65548,Arizona,Basic,College,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Call Center,Four-Door Car,Medsize
3535,RI52095,Washington,Basic,High School or Below,Employed,M,51878,Suburban,Single,66,10,16,1,2,Personal Auto,Branch,Four-Door Car,Medsize
3536,RK76184,Arizona,Basic,College,Unemployed,M,0,Suburban,Married,61,9,39,0,1,Personal Auto,Web,Four-Door Car,Medsize
3537,EH86912,California,Basic,College,Disabled,M,28617,Suburban,Married,112,20,57,0,9,Personal Auto,Agent,SUV,Medsize
3538,TJ90326,California,Extended,Doctor,Employed,F,75037,Rural,Married,85,5,27,2,2,Personal Auto,Call Center,Four-Door Car,Small
3539,ES93923,Oregon,Premium,Bachelor,Employed,F,24550,Suburban,Married,111,12,6,0,9,Personal Auto,Agent,Four-Door Car,Small
3540,BY23642,Arizona,Basic,Bachelor,Unemployed,F,0,Suburban,Single,64,16,62,0,6,Personal Auto,Branch,Two-Door Car,Small
3541,CV64725,California,Extended,High School or Below,Employed,M,55366,Suburban,Divorced,86,11,54,2,4,Personal Auto,Agent,Four-Door Car,Medsize
3542,RN56430,Nevada,Basic,High School or Below,Employed,F,41449,Suburban,Married,69,16,96,1,3,Personal Auto,Branch,Two-Door Car,Medsize
3543,PD32052,California,Basic,High School or Below,Employed,M,51125,Suburban,Divorced,67,3,67,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3544,YG87460,Arizona,Basic,College,Unemployed,M,0,Urban,Married,71,8,59,1,1,Personal Auto,Branch,Four-Door Car,Medsize
3545,BN90616,Washington,Basic,Bachelor,Employed,F,63110,Rural,Married,72,23,84,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3546,BH36973,Oregon,Basic,College,Employed,F,63401,Urban,Married,68,1,18,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3547,QN76156,Oregon,Basic,College,Employed,F,30752,Suburban,Married,73,2,37,0,1,Personal Auto,Call Center,Four-Door Car,Small
3548,ZJ15114,California,Basic,High School or Below,Employed,M,60986,Suburban,Married,67,30,32,0,5,Corporate Auto,Branch,Four-Door Car,Medsize
3549,CM84035,Arizona,Premium,College,Employed,M,41692,Rural,Single,101,21,15,1,2,Corporate Auto,Call Center,Four-Door Car,Medsize
3550,TZ22914,Oregon,Basic,Master,Disabled,M,12940,Urban,Divorced,68,7,36,0,3,Personal Auto,Agent,Two-Door Car,Large
3551,MW80236,Washington,Basic,Master,Unemployed,M,0,Suburban,Married,70,13,18,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3552,WO89464,Oregon,Basic,Bachelor,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Personal Auto,Agent,Two-Door Car,Medsize
3553,MK56815,California,Premium,College,Employed,M,54538,Urban,Married,119,32,63,0,6,Personal Auto,Call Center,Four-Door Car,Medsize
3554,LJ64287,Nevada,Basic,High School or Below,Unemployed,M,0,Suburban,Single,64,35,75,1,7,Personal Auto,Call Center,Two-Door Car,Medsize
3555,UK86050,Arizona,Basic,High School or Below,Employed,F,76590,Urban,Divorced,65,0,91,0,2,Personal Auto,Agent,Four-Door Car,Large
3556,TQ24692,Oregon,Basic,High School or Below,Employed,M,76214,Urban,Married,72,7,48,0,2,Special Auto,Web,Four-Door Car,Medsize
3557,QO16222,California,Basic,College,Unemployed,F,0,Suburban,Single,196,13,74,2,1,Personal Auto,Call Center,Luxury SUV,Small
3558,SU86402,Arizona,Extended,High School or Below,Disabled,F,25876,Suburban,Married,83,29,46,0,3,Personal Auto,Branch,Two-Door Car,Medsize
3559,CI95726,Nevada,Extended,High School or Below,Employed,F,82477,Suburban,Married,90,1,69,0,1,Personal Auto,Agent,Two-Door Car,Large
3560,JE98863,Arizona,Extended,Bachelor,Employed,F,58713,Suburban,Married,98,8,4,0,1,Special Auto,Agent,Four-Door Car,Small
3561,DD89544,Arizona,Extended,Bachelor,Employed,M,64929,Suburban,Married,240,13,11,3,8,Corporate Auto,Agent,Luxury SUV,Medsize
3562,HK28125,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,85,5,15,1,2,Personal Auto,Agent,Four-Door Car,Medsize
3563,VT52978,Nevada,Premium,High School or Below,Employed,M,32857,Suburban,Divorced,105,24,15,0,2,Corporate Auto,Call Center,Four-Door Car,Medsize
3564,DU66620,Nevada,Basic,College,Medical Leave,M,19065,Suburban,Married,61,28,29,0,7,Personal Auto,Call Center,Two-Door Car,Medsize
3565,YC83239,Washington,Extended,Bachelor,Unemployed,F,0,Suburban,Single,83,17,30,0,1,Personal Auto,Web,Two-Door Car,Medsize
3566,VS40267,California,Basic,High School or Below,Disabled,M,25503,Suburban,Married,115,12,59,0,2,Personal Auto,Branch,SUV,Medsize
3567,WJ55369,Arizona,Extended,High School or Below,Employed,M,30250,Urban,Married,93,1,98,0,6,Personal Auto,Call Center,Four-Door Car,Medsize
3568,MZ23183,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,63,9,88,0,8,Personal Auto,Call Center,Four-Door Car,Medsize
3569,DV58197,California,Basic,Bachelor,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Web,Two-Door Car,Medsize
3570,RZ97514,Oregon,Basic,Master,Unemployed,F,0,Suburban,Married,66,5,17,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3571,ET90029,Arizona,Extended,Doctor,Medical Leave,F,14278,Urban,Married,134,6,9,0,2,Personal Auto,Web,Sports Car,Small
3572,SD21312,Nevada,Premium,College,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Branch,Sports Car,Medsize
3573,FG31425,Arizona,Basic,College,Employed,F,37811,Suburban,Married,63,25,14,0,1,Special Auto,Agent,Four-Door Car,Medsize
3574,FA15338,Arizona,Basic,High School or Below,Medical Leave,M,20978,Suburban,Married,70,35,20,0,2,Personal Auto,Branch,Two-Door Car,Medsize
3575,HD53787,California,Extended,College,Medical Leave,F,28519,Suburban,Married,86,23,30,0,2,Personal Auto,Branch,Two-Door Car,Large
3576,ME11422,California,Basic,College,Unemployed,M,0,Suburban,Married,72,15,18,1,3,Personal Auto,Agent,Four-Door Car,Small
3577,QN36109,Nevada,Basic,Master,Employed,F,85140,Rural,Single,118,7,11,4,1,Personal Auto,Branch,SUV,Medsize
3578,UL80763,Oregon,Extended,Doctor,Employed,F,37384,Suburban,Married,99,9,17,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3579,DH61947,Oregon,Extended,Bachelor,Unemployed,M,0,Rural,Married,79,0,44,0,1,Personal Auto,Call Center,Two-Door Car,Medsize
3580,QX54905,Nevada,Basic,College,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Corporate Auto,Agent,Four-Door Car,Medsize
3581,XQ39498,Oregon,Premium,High School or Below,Employed,M,57659,Suburban,Divorced,111,24,31,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3582,FQ51281,Oregon,Basic,Bachelor,Employed,F,95241,Rural,Married,68,3,12,1,2,Personal Auto,Branch,Four-Door Car,Large
3583,NA45983,Arizona,Basic,College,Employed,M,38870,Rural,Divorced,74,3,89,0,1,Special Auto,Agent,Four-Door Car,Small
3584,LC23144,California,Basic,High School or Below,Medical Leave,F,13870,Suburban,Married,109,1,78,0,5,Personal Auto,Web,SUV,Medsize
3585,SG54382,Arizona,Extended,Bachelor,Employed,M,25964,Suburban,Married,76,21,87,2,2,Corporate Auto,Branch,Four-Door Car,Medsize
3586,XH54129,California,Premium,High School or Below,Employed,F,72193,Urban,Married,118,1,46,0,1,Personal Auto,Branch,Four-Door Car,Medsize
3587,QD28391,Washington,Basic,College,Employed,M,84302,Rural,Married,62,19,63,0,2,Personal Auto,Branch,Four-Door Car,Medsize
3588,HX55735,Nevada,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Personal Auto,Web,Two-Door Car,Medsize
3589,AI49712,Washington,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,31,99,0,1,Personal Auto,Call Center,Four-Door Car,Large
3590,YM53951,Oregon,Extended,College,Employed,M,39482,Urban,Divorced,77,29,48,0,5,Corporate Auto,Agent,Four-Door Car,Medsize
3591,JO77924,Oregon,Extended,High School or Below,Employed,M,66371,Rural,Married,125,2,75,0,5,Personal Auto,Agent,SUV,Medsize
3592,EZ20115,California,Basic,Bachelor,Employed,M,35300,Urban,Married,74,14,71,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3593,DD88614,California,Extended,Doctor,Employed,F,67735,Rural,Married,88,33,87,0,3,Corporate Auto,Agent,Four-Door Car,Medsize
3594,BO21461,California,Basic,College,Employed,M,98879,Rural,Single,73,14,33,1,1,Personal Auto,Call Center,Four-Door Car,Medsize
3595,EX13440,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,108,29,74,0,2,Corporate Auto,Branch,SUV,Medsize
3596,UB87714,Oregon,Extended,Master,Employed,M,72885,Rural,Divorced,124,35,88,2,6,Personal Auto,Branch,SUV,Medsize
3597,VW84197,Oregon,Basic,Bachelor,Employed,F,26378,Rural,Married,70,22,79,1,2,Personal Auto,Branch,Four-Door Car,Medsize
3598,HP56518,Oregon,Basic,Bachelor,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Agent,Four-Door Car,Medsize
3599,SP81997,Washington,Extended,Master,Employed,F,41275,Rural,Married,96,29,16,0,3,Personal Auto,Branch,Four-Door Car,Large
3600,VH66357,California,Basic,College,Employed,M,39646,Urban,Married,70,9,35,0,1,Personal Auto,Agent,Four-Door Car,Small
3601,IM30965,Oregon,Basic,High School or Below,Employed,M,71868,Suburban,Single,65,6,61,0,1,Corporate Auto,Agent,Four-Door Car,Small
3602,TQ37204,Oregon,Basic,High School or Below,Employed,F,59107,Urban,Married,107,29,57,0,7,Personal Auto,Branch,SUV,Medsize
3603,NN54114,Arizona,Basic,Bachelor,Unemployed,M,0,Suburban,Single,70,13,48,0,9,Personal Auto,Branch,Four-Door Car,Medsize
3604,BI27443,Arizona,Extended,College,Employed,F,36428,Urban,Divorced,124,34,20,0,1,Personal Auto,Agent,SUV,Medsize
3605,WL86517,Nevada,Extended,Doctor,Employed,F,93284,Suburban,Married,99,7,26,0,1,Personal Auto,Web,Two-Door Car,Medsize
3606,HW40931,Oregon,Extended,College,Employed,F,34612,Suburban,Married,91,8,77,1,2,Special Auto,Web,Four-Door Car,Small
3607,NN44758,Arizona,Premium,High School or Below,Employed,F,76157,Suburban,Married,116,15,80,0,1,Personal Auto,Call Center,Two-Door Car,Small
3608,NQ18750,Oregon,Premium,College,Unemployed,M,0,Suburban,Single,106,34,13,0,2,Personal Auto,Call Center,Two-Door Car,Small
3609,GC34791,Nevada,Basic,High School or Below,Disabled,M,17109,Suburban,Married,62,7,45,0,2,Personal Auto,Agent,Two-Door Car,Medsize
3610,SY22123,California,Extended,College,Medical Leave,F,29539,Suburban,Single,85,20,83,0,7,Personal Auto,Agent,Four-Door Car,Medsize
3611,DY17416,Oregon,Extended,College,Employed,M,49539,Urban,Single,79,15,83,0,5,Personal Auto,Agent,Two-Door Car,Medsize
3612,KE57057,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,66,9,10,1,1,Corporate Auto,Agent,Four-Door Car,Small
3613,AT24793,Oregon,Premium,College,Employed,M,25352,Suburban,Married,173,10,65,0,1,Special Auto,Call Center,Sports Car,Medsize
3614,SL71998,Oregon,Basic,College,Employed,M,63223,Suburban,Married,71,3,72,0,1,Personal Auto,Web,Two-Door Car,Small
3615,AP66226,Nevada,Basic,Bachelor,Medical Leave,M,18505,Suburban,Married,66,15,51,4,3,Personal Auto,Web,Four-Door Car,Medsize
3616,HI91534,California,Basic,College,Employed,F,91485,Urban,Divorced,114,2,16,0,1,Personal Auto,Web,SUV,Small
3617,TK61994,Oregon,Extended,College,Disabled,F,18690,Rural,Married,80,10,63,0,5,Personal Auto,Agent,Four-Door Car,Medsize
3618,CW35098,Washington,Extended,College,Unemployed,M,0,Suburban,Single,91,3,78,0,1,Personal Auto,Branch,Two-Door Car,Medsize
3619,WX30852,Arizona,Basic,Bachelor,Employed,F,69819,Rural,Married,66,24,20,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3620,SK69036,California,Premium,Bachelor,Employed,M,25708,Suburban,Divorced,118,21,44,0,2,Personal Auto,Branch,Four-Door Car,Small
3621,YI79084,Nevada,Extended,Doctor,Employed,M,33738,Suburban,Single,95,13,97,0,1,Personal Auto,Agent,Two-Door Car,Medsize
3622,KF46546,Arizona,Basic,Bachelor,Employed,F,75845,Rural,Married,72,2,71,0,6,Personal Auto,Agent,Four-Door Car,Medsize
3623,GA71186,Nevada,Basic,High School or Below,Employed,M,83392,Urban,Married,112,20,34,0,2,Personal Auto,Agent,SUV,Medsize
3624,KL65897,California,Extended,Bachelor,Unemployed,F,0,Rural,Married,87,3,82,0,3,Personal Auto,Branch,Two-Door Car,Medsize
3625,CF15086,California,Extended,College,Employed,M,76375,Rural,Married,96,21,81,0,1,Personal Auto,Branch,Four-Door Car,Medsize
3626,HG40729,Oregon,Premium,College,Unemployed,M,0,Suburban,Single,114,22,39,0,2,Personal Auto,Branch,Four-Door Car,Small
3627,VP55618,California,Extended,College,Employed,M,32330,Suburban,Divorced,79,16,27,1,9,Corporate Auto,Branch,Four-Door Car,Medsize
3628,ZL23478,California,Extended,Bachelor,Employed,F,85689,Urban,Married,92,5,8,0,2,Corporate Auto,Agent,Four-Door Car,Small
3629,EY75197,Arizona,Premium,Bachelor,Unemployed,F,0,Suburban,Single,158,5,59,0,1,Personal Auto,Agent,SUV,Medsize
3630,SF11920,Arizona,Basic,College,Employed,F,39507,Urban,Married,70,32,17,0,5,Corporate Auto,Web,Two-Door Car,Medsize
3631,DY57308,California,Basic,Bachelor,Employed,F,22373,Urban,Married,112,11,59,0,8,Personal Auto,Branch,SUV,Small
3632,HP73832,California,Extended,College,Employed,F,20217,Suburban,Married,96,16,30,2,1,Personal Auto,Web,Four-Door Car,Medsize
3633,WP58797,Oregon,Basic,Bachelor,Disabled,M,19245,Suburban,Married,106,28,61,0,1,Personal Auto,Web,SUV,Large
3634,ZM33786,Arizona,Basic,High School or Below,Disabled,F,17774,Rural,Married,108,0,64,0,2,Personal Auto,Call Center,SUV,Medsize
3635,LY19199,Oregon,Basic,Bachelor,Employed,M,80355,Rural,Divorced,62,26,33,1,3,Corporate Auto,Branch,Two-Door Car,Medsize
3636,IX60436,Arizona,Basic,Bachelor,Employed,M,65099,Suburban,Married,73,8,19,2,1,Special Auto,Branch,Four-Door Car,Medsize
3637,UK29448,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,73,29,14,0,1,Personal Auto,Agent,Two-Door Car,Medsize
3638,QA49556,Washington,Basic,Master,Employed,M,23401,Suburban,Single,66,17,34,0,3,Personal Auto,Web,Four-Door Car,Medsize
3639,ST78006,Oregon,Basic,High School or Below,Unemployed,F,0,Rural,Married,63,11,10,1,3,Personal Auto,Call Center,Four-Door Car,Medsize
3640,KD63903,Arizona,Basic,College,Unemployed,M,0,Suburban,Married,118,6,32,0,5,Personal Auto,Call Center,SUV,Medsize
3641,GV62858,California,Premium,Bachelor,Employed,F,38692,Suburban,Married,102,16,8,0,1,Personal Auto,Web,Four-Door Car,Medsize
3642,DN66715,California,Basic,Master,Employed,F,97131,Suburban,Married,64,5,80,0,6,Personal Auto,Agent,Four-Door Car,Small
3643,LU30834,Oregon,Basic,Bachelor,Employed,F,78046,Suburban,Divorced,119,22,91,2,2,Personal Auto,Call Center,SUV,Small
3644,HN35280,Arizona,Basic,Bachelor,Employed,M,82225,Suburban,Divorced,61,24,27,0,1,Personal Auto,Web,Two-Door Car,Medsize
3645,DG21323,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,29,36,0,9,Personal Auto,Branch,Four-Door Car,Medsize
3646,KD16729,Nevada,Extended,College,Employed,M,21144,Urban,Married,86,6,98,0,8,Personal Auto,Branch,Two-Door Car,Medsize
3647,WO17738,Oregon,Premium,High School or Below,Employed,F,36645,Suburban,Single,112,21,50,0,7,Corporate Auto,Agent,Four-Door Car,Large
